,podcast name,review name,review score,review text
107,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,Awesome,5,I just recently started getting into podcasts for fitness and health motivation and this helped me tremendously. Will definitely stay tuned.
108,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,What’s your take on Keto?,5,Love love love female fat loss episodes! What TERRIFIC info. Superb! What is your take on keto when 100-150# to lose? Would to have episode including female fat loss and keto (all the rage and so many are doing it). Keep bringing us these wonderful podcasts!!!!
109,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,The Best!!,5,Love this Podcast. Excellent and useful information!!!!
110,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,Such a good balance of science and application,5,I’m on round 2 of listening to all of these podcasts. I started with episode 1 around mid January and I was hooked. I love the research that they undoubtedly perform to find studies and facts to bring to our attention. I never feel like they are pushing an agenda... just throwing out studies and data and offering it up as a suggestion to try. I’ve lost 14 lbs in 3 months and went from purely long cardio to almost exclusively weight training and speed work and I’ve RADICALLY changed my body. Thank you SO much!!!
111,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,Explanation is insightful,5,"I have been overweight obese whatever you want to call it most of my life . I have had countless doctors explain to me that I need to loose weight . In 2011 I started at 420 changing my sedentary painful life to something else . I wasn’t sure what but I knew I needed wanted a change . 180 pounds gone 8 years later I am healthier more fit more confident the list is endless of how I have changed my life .
It wasn’t until I found this podcast a couple of weeks ago did I understand the reasons for some of the changes and believe it not what I need to do to get the last 70 pounds to go away . I know about changing diet and exercise but now I have a base on why changes are not working as well any longer . Can you please tell the doctors to just stop saying loose weight without any insight as to how to do that . Thank you staying around long enough for me to find you guys .."
112,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,Informational and Motivational!,5,"I’m an avid podcast listener. And I can honestly say, this is my favorite health and fitness podcast, hands down. Normally when I stumble across a new podcast that sounds interesting I’ll pick and choose a few of the available episodes that seem to be on good topics and give it a sample. After listening to the first few episodes of Cut the Fat I wanted to listen to every single episode without exception. I went back and binged it ALL. Every episode will drop new and science-backed knowledge on you. I am smarter and healthier just for listening. Dr. Ray and Blythe have made some of the most important facts about health people can apply to their life more accessible and digestible than ever. This is a podcast people can’t afford NOT to listen to. Thank you for making this podcast!"
113,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,"More practical advice, leas kvetching",2,I listen on double speed with plenty of skipping ahead to get to actual recommendations. Once you get to the recommendations they are usually helpful—but it’s a frustrating process. Better keep the conversation short than spend a full hour repeating ideas that can be explained in three-four sentences. I will gladly listen if you move closer to this concept. Thanks.
114,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,Amazing and productive,5,"After binge listening to this podcast, I see myself adopting all of the tips and tricks throughout these podcasts! This has made me a healthier, more productive, and motivated person. Thank you!!"
115,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,Great format and so much useful information,5,I’ve been listening for a five months and I happened to listen to the intermittent fasting episode and implemented and post 13 lbs in 2 months. I tell everyone that will listen about all the excellent topics. Thank you so much for helping us all find out ways to cut the fat:)
116,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,Awesome!!,5,I’ve only been listening for a little over a week. I’ve started from the very beginning so I’m only up to episode 13. I’ve already feel like I’ve learned so much. Can’t wait to see what else I’ll learn. I’ll check in in about 3 month and post my success or lack there of. But to be honest these guys are really motivating me and teaching me. So I hope that this time my previous failures turn into new successes. Thank you guys for trying to change so many lives of people with great struggles.
117,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,Excellent podcast,5,Great information
